"number","name","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","useful","notUseful","totalInBox"
"0070","សាលារៀន អូរជ្រៅ","10","2","4","140","","","","6","29","0","5","196","10","206"
"0071","សាលារៀនខ្សាច់ក្រហម","14","1","6","179","","","","17","32","2","4","255","3","258"
"0159","សាលារៀន តាបែន","7","4","6","155","","","","16","121","1","1","311","5","316"
"0072","វត្ដជីខក្រោម","9","4","2","134","","","","3","51","1","12","216","3","219"
"0139","សាលារៀនពិស","15","9","7","154","","","","13","114","0","7","319","6","325"
"0073","សាលារៀនជីខលេ","21","4","4","197","","","","8","160","1","14","409","13","422"
"0145","សាលារៀនភូមិតាន","12","3","6","244","","","","8","72","0","3","348","12","360"
"0074","វត្ដជីខលេ","15","3","3","131","","","","6","181","3","7","349","9","358"
"0075","សាលារៀនជ្រោយស្វាយ","21","6","3","308","","","","18","31","0","12","399","11","410"
"0140","វត្ដជ្រោយស្វាយ","19","7","3","289","","","","12","63","1","9","403","13","416"
"0076","សាលារៀនសារ៉ាយ","24","10","8","173","","","","3","43","1","4","266","23","289"
"0166","សាលារៀនសារ៉ាយ","19","5","3","167","","","","1","43","0","0","238","6","244"
"0077","សាលារៀនឈើនាង","28","5","5","126","","","","3","59","3","5","234","6","240"
